Tanggal,Kategori,Klasifikasi,Kelas,Bahan Bakar,Tahun Pembuatan,Sistem Pembakaran,CC,Tonnase,Jarak Tempuh,Opasitas,Tahun Uji,Usia Kendaraan,Baku Mutu Opasitas,Opasitas_ratio,segmen_tahun,Euro,alpha,Koreksi_Opasitas,LULUS/TIIDAK
26/02/2024 00:00,,C,,,2022,,,,,16,,2,30,0.533333333,>2021,EURO4,0.3,-0.14,TRUE
10/02/2025 00:00,,C,,,2022,,,,,12,,3,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
19/04/2024 00:00,,C,,,2022,,,,,2.5,,2,30,0.083333333,>2021,EURO4,0.3,-0.275,TRUE
15/03/2024 00:00,,C,,,2022,,,,,13.6,,2,30,0.453333333,>2021,EURO4,0.3,-0.164,TRUE
27/01/2024 00:00,,C,,,2022,,,,,25,,2,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
20/05/2023 00:00,,C,,,2022,,,,,7.5,,1,40,0.1875,>2021,EURO4,0.3,-0.24375,TRUE
25/11/2023 00:00,,C,,,2022,,,,,19.2,,1,30,0.64,>2021,EURO4,0.3,-0.108,TRUE
16/01/2024 00:00,,C,,,2022,,,,,2,,2,30,0.066666667,>2021,EURO4,0.3,-0.28,TRUE
20/12/2023 00:00,,C,,,2022,,,,,8,,1,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
30/08/2023 00:00,,C,,,2022,,,,,17.4,,1,40,0.435,>2021,EURO4,0.3,-0.1695,TRUE
05/03/2024 00:00,,C,,,2022,,,,,5.9,,2,30,0.196666667,>2021,EURO4,0.3,-0.241,TRUE
14/02/2025 00:00,,C,,,2022,,,,,15.4,,3,30,0.513333333,>2021,EURO4,0.3,-0.146,TRUE
02/10/2023 00:00,,C,,,2022,,,,,28,,1,30,0.933333333,>2021,EURO4,0.3,-0.02,TRUE
18/12/2023 00:00,,C,,,2022,,,,,7.8,,1,30,0.26,>2021,EURO4,0.3,-0.222,TRUE
20/01/2024 00:00,,C,,,2022,,,,,5,,2,30,0.166666667,>2021,EURO4,0.3,-0.25,TRUE
13/02/2024 00:00,,C,,,2022,,,,,11,,2,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
02/12/2023 00:00,,C,,,2022,,,,,18,,1,30,0.6,>2021,EURO4,0.3,-0.12,TRUE
12/10/2023 00:00,,C,,,2022,,,,,18,,1,30,0.6,>2021,EURO4,0.3,-0.12,TRUE
07/01/2025 00:00,,C,,,2022,,,,,21.5,,3,30,0.716666667,>2021,EURO4,0.3,-0.085,TRUE
14/10/2024 00:00,,C,,,2022,,,,,17,,2,30,0.566666667,>2021,EURO4,0.3,-0.13,TRUE
01/09/2023 00:00,,C,,,2022,,,,,28,,1,40,0.7,>2021,EURO4,0.3,-0.09,TRUE
20/01/2024 00:00,,C,,,2022,,,,,19,,2,30,0.633333333,>2021,EURO4,0.3,-0.11,TRUE
28/10/2023 00:00,,C,,,2022,,,,,25,,1,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
06/01/2024 00:00,,C,,,2022,,,,,4,,2,30,0.133333333,>2021,EURO4,0.3,-0.26,TRUE
30/11/2023 00:00,,C,,,2022,,,,,12,,1,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
08/06/2023 00:00,,C,,,2022,,,,,8.4,,1,40,0.21,>2021,EURO4,0.3,-0.237,TRUE
01/12/2023 00:00,,C,,,2022,,,,,0.8,,1,30,0.026666667,>2021,EURO4,0.3,-0.292,TRUE
13/10/2023 00:00,,C,,,2022,,,,,25,,1,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
01/07/2023 00:00,,C,,,2022,,,,,10.6,,1,40,0.265,>2021,EURO4,0.3,-0.2205,TRUE
04/12/2023 00:00,,C,,,2022,,,,,4.2,,1,30,0.14,>2021,EURO4,0.3,-0.258,TRUE
04/11/2023 00:00,,C,,,2022,,,,,9.7,,1,30,0.323333333,>2021,EURO4,0.3,-0.203,TRUE
25/03/2024 00:00,,C,,,2022,,,,,16,,2,30,0.533333333,>2021,EURO4,0.3,-0.14,TRUE
11/11/2023 00:00,,C,,,2022,,,,,8,,1,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
07/12/2023 00:00,,C,,,2022,,,,,15.4,,1,30,0.513333333,>2021,EURO4,0.3,-0.146,TRUE
18/09/2023 00:00,,C,,,2022,,,,,10,,1,40,0.25,>2021,EURO4,0.3,-0.225,TRUE
14/09/2023 00:00,,C,,,2022,,,,,31.8,,1,40,0.795,>2021,EURO4,0.3,-0.0615,TRUE
02/03/2024 00:00,,C,,,2022,,,,,7.9,,2,30,0.263333333,>2021,EURO4,0.3,-0.221,TRUE
07/10/2023 00:00,,C,,,2022,,,,,20,,1,30,0.666666667,>2021,EURO4,0.3,-0.1,TRUE
31/10/2023 00:00,,C,,,2022,,,,,7.8,,1,30,0.26,>2021,EURO4,0.3,-0.222,TRUE
29/07/2023 00:00,,C,,,2022,,,,,32.09,,1,40,0.80225,>2021,EURO4,0.3,-0.059325,TRUE
03/08/2024 00:00,,C,,,2022,,,,,12.5,,2,30,0.416666667,>2021,EURO4,0.3,-0.175,TRUE
22/06/2023 00:00,,C,,,2022,,,,,11,,1,40,0.275,>2021,EURO4,0.3,-0.2175,TRUE
26/04/2024 00:00,,C,,,2022,,,,,20,,2,30,0.666666667,>2021,EURO4,0.3,-0.1,TRUE
06/01/2024 00:00,,C,,,2022,,,,,20,,2,30,0.666666667,>2021,EURO4,0.3,-0.1,TRUE
10/04/2023 00:00,,C,,,2022,,,,,9,,1,40,0.225,>2021,EURO4,0.3,-0.2325,TRUE
07/02/2024 00:00,,C,,,2022,,,,,6,,2,30,0.2,>2021,EURO4,0.3,-0.24,TRUE
18/12/2023 00:00,,C,,,2022,,,,,33,,1,30,1.1,>2021,EURO4,0.3,0.03,FALSE
04/09/2023 00:00,,C,,,2022,,,,,14,,1,40,0.35,>2021,EURO4,0.3,-0.195,TRUE
07/11/2023 00:00,,C,,,2022,,,,,14.3,,1,30,0.476666667,>2021,EURO4,0.3,-0.157,TRUE
04/09/2023 00:00,,C,,,2022,,,,,31,,1,40,0.775,>2021,EURO4,0.3,-0.0675,TRUE
30/08/2023 00:00,,C,,,2022,,,,,12.86,,1,40,0.3215,>2021,EURO4,0.3,-0.20355,TRUE
20/02/2024 00:00,,C,,,2022,,,,,32,,2,30,1.066666667,>2021,EURO4,0.3,0.02,FALSE
13/05/2023 00:00,,C,,,2022,,,,,6.65,,1,40,0.16625,>2021,EURO4,0.3,-0.250125,TRUE
06/11/2023 00:00,,C,,,2022,,,,,23,,1,30,0.766666667,>2021,EURO4,0.3,-0.07,TRUE
21/02/2023 00:00,,C,,,2022,,,,,13.5,,1,40,0.3375,>2021,EURO4,0.3,-0.19875,TRUE
31/03/2023 00:00,,C,,,2022,,,,,7.6,,1,40,0.19,>2021,EURO4,0.3,-0.243,TRUE
25/08/2023 00:00,,C,,,2022,,,,,11,,1,40,0.275,>2021,EURO4,0.3,-0.2175,TRUE
22/03/2024 00:00,,C,,,2022,,,,,9.7,,2,30,0.323333333,>2021,EURO4,0.3,-0.203,TRUE
21/11/2023 00:00,,C,,,2022,,,,,22,,1,30,0.733333333,>2021,EURO4,0.3,-0.08,TRUE
25/09/2024 00:00,,C,,,2022,,,,,9.7,,2,30,0.323333333,>2021,EURO4,0.3,-0.203,TRUE
06/02/2024 00:00,,C,,,2022,,,,,12,,2,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
12/07/2023 00:00,,C,,,2022,,,,,30.3,,1,40,0.7575,>2021,EURO4,0.3,-0.07275,TRUE
14/05/2024 00:00,,C,,,2022,,,,,12,,2,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
09/09/2023 00:00,,C,,,2022,,,,,5.5,,1,40,0.1375,>2021,EURO4,0.3,-0.25875,TRUE
14/10/2023 00:00,,C,,,2022,,,,,17,,1,30,0.566666667,>2021,EURO4,0.3,-0.13,TRUE
16/11/2023 00:00,,C,,,2022,,,,,9.7,,1,30,0.323333333,>2021,EURO4,0.3,-0.203,TRUE
23/03/2024 00:00,,C,,,2022,,,,,15,,2,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
26/04/2024 00:00,,C,,,2022,,,,,2.5,,2,30,0.083333333,>2021,EURO4,0.3,-0.275,TRUE
13/12/2023 00:00,,C,,,2022,,,,,10,,1,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
03/02/2025 00:00,,C,,,2022,,,,,23,,3,30,0.766666667,>2021,EURO4,0.3,-0.07,TRUE
26/08/2024 00:00,,C,,,2022,,,,,5.9,,2,30,0.196666667,>2021,EURO4,0.3,-0.241,TRUE
29/09/2023 00:00,,C,,,2022,,,,,15.4,,1,40,0.385,>2021,EURO4,0.3,-0.1845,TRUE
04/09/2023 00:00,,C,,,2022,,,,,26,,1,40,0.65,>2021,EURO4,0.3,-0.105,TRUE
30/11/2023 00:00,,C,,,2022,,,,,19,,1,30,0.633333333,>2021,EURO4,0.3,-0.11,TRUE
30/08/2023 00:00,,C,,,2022,,,,,34,,1,40,0.85,>2021,EURO4,0.3,-0.045,TRUE
16/10/2023 00:00,,C,,,2022,,,,,3,,1,30,0.1,>2021,EURO4,0.3,-0.27,TRUE
04/03/2024 00:00,,C,,,2022,,,,,15.7,,2,30,0.523333333,>2021,EURO4,0.3,-0.143,TRUE
04/05/2023 00:00,,C,,,2022,,,,,15,,1,40,0.375,>2021,EURO4,0.3,-0.1875,TRUE
27/06/2024 00:00,,C,,,2022,,,,,9.7,,2,30,0.323333333,>2021,EURO4,0.3,-0.203,TRUE
01/02/2024 00:00,,C,,,2022,,,,,29,,2,30,0.966666667,>2021,EURO4,0.3,-0.01,TRUE
02/03/2024 00:00,,C,,,2022,,,,,3.6,,2,30,0.12,>2021,EURO4,0.3,-0.264,TRUE
02/10/2023 00:00,,C,,,2022,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
25/10/2023 00:00,,C,,,2022,,,,,24,,1,30,0.8,>2021,EURO4,0.3,-0.06,TRUE
16/01/2024 00:00,,C,,,2022,,,,,20.38,,2,30,0.679333333,>2021,EURO4,0.3,-0.0962,TRUE
13/01/2023 00:00,,C,,,2022,,,,,4,,1,40,0.1,>2021,EURO4,0.3,-0.27,TRUE
02/07/2024 00:00,,C,,,2022,,,,,5,,2,30,0.166666667,>2021,EURO4,0.3,-0.25,TRUE
26/09/2023 00:00,,C,,,2022,,,,,11,,1,40,0.275,>2021,EURO4,0.3,-0.2175,TRUE
24/05/2024 00:00,,C,,,2022,,,,,10.8,,2,30,0.36,>2021,EURO4,0.3,-0.192,TRUE
03/04/2024 00:00,,C,,,2022,,,,,12.86,,2,30,0.428666667,>2021,EURO4,0.3,-0.1714,TRUE
18/03/2025 00:00,,C,,,2022,,,,,4.5,,3,30,0.15,>2021,EURO4,0.3,-0.255,TRUE
09/10/2023 00:00,,C,,,2022,,,,,4.4,,1,30,0.146666667,>2021,EURO4,0.3,-0.256,TRUE
26/08/2023 00:00,,C,,,2022,,,,,4,,1,50,0.08,>2021,EURO4,0.3,-0.276,TRUE
13/11/2024 00:00,,C,,,2022,,,,,11,,2,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
31/05/2023 00:00,,C,,,2022,,,,,29,,1,40,0.725,>2021,EURO4,0.3,-0.0825,TRUE
28/01/2023 00:00,,C,,,2022,,,,,2.1,,1,40,0.0525,>2021,EURO4,0.3,-0.28425,TRUE
18/10/2023 00:00,,C,,,2022,,,,,14.2,,1,30,0.473333333,>2021,EURO4,0.3,-0.158,TRUE
12/07/2024 00:00,,C,,,2022,,,,,8.2,,2,30,0.273333333,>2021,EURO4,0.3,-0.218,TRUE
04/01/2024 00:00,,C,,,2022,,,,,2,,2,30,0.066666667,>2021,EURO4,0.3,-0.28,TRUE
24/08/2023 00:00,,C,,,2022,,,,,17,,1,40,0.425,>2021,EURO4,0.3,-0.1725,TRUE
05/09/2023 00:00,,C,,,2022,,,,,19,,1,40,0.475,>2021,EURO4,0.3,-0.1575,TRUE
29/06/2024 00:00,,C,,,2022,,,,,12.6,,2,30,0.42,>2021,EURO4,0.3,-0.174,TRUE
01/03/2023 00:00,,C,,,2022,,,,,15,,1,40,0.375,>2021,EURO4,0.3,-0.1875,TRUE
07/12/2024 00:00,,C,,,2022,,,,,21.5,,2,30,0.716666667,>2021,EURO4,0.3,-0.085,TRUE
05/09/2024 00:00,,C,,,2022,,,,,6.7,,2,30,0.223333333,>2021,EURO4,0.3,-0.233,TRUE
13/11/2023 00:00,,C,,,2022,,,,,12,,1,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
30/09/2023 00:00,,C,,,2022,,,,,5.4,,1,40,0.135,>2021,EURO4,0.3,-0.2595,TRUE
07/03/2023 00:00,,C,,,2022,,,,,40,,1,40,1,>2021,EURO4,0.3,0,TRUE
07/10/2024 00:00,,C,,,2022,,,,,33,,2,30,1.1,>2021,EURO4,0.3,0.03,FALSE
04/01/2023 00:00,,C,,,2022,,,,,11,,1,40,0.275,>2021,EURO4,0.3,-0.2175,TRUE
16/12/2024 00:00,,C,,,2022,,,,,13,,2,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
25/05/2024 00:00,,C,,,2022,,,,,4.6,,2,30,0.153333333,>2021,EURO4,0.3,-0.254,TRUE
02/02/2024 00:00,,C,,,2022,,,,,21,,2,30,0.7,>2021,EURO4,0.3,-0.09,TRUE
26/02/2025 00:00,,C,,,2022,,,,,9.27,,3,30,0.309,>2021,EURO4,0.3,-0.2073,TRUE
15/09/2023 00:00,,C,,,2022,,,,,4.7,,1,40,0.1175,>2021,EURO4,0.3,-0.26475,TRUE
05/10/2023 00:00,,C,,,2022,,,,,16.52,,1,30,0.550666667,>2021,EURO4,0.3,-0.1348,TRUE
04/09/2023 00:00,,C,,,2022,,,,,20,,1,40,0.5,>2021,EURO4,0.3,-0.15,TRUE
10/07/2024 00:00,,C,,,2022,,,,,29,,2,30,0.966666667,>2021,EURO4,0.3,-0.01,TRUE
24/07/2024 00:00,,C,,,2022,,,,,10,,2,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
15/04/2024 00:00,,C,,,2022,,,,,7.9,,2,30,0.263333333,>2021,EURO4,0.3,-0.221,TRUE
07/09/2024 00:00,,C,,,2022,,,,,10,,2,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
07/06/2023 00:00,,C,,,2022,,,,,7.5,,1,40,0.1875,>2021,EURO4,0.3,-0.24375,TRUE
18/12/2023 00:00,,C,,,2022,,,,,7,,1,30,0.233333333,>2021,EURO4,0.3,-0.23,TRUE
06/09/2023 00:00,,C,,,2022,,,,,5.9,,1,40,0.1475,>2021,EURO4,0.3,-0.25575,TRUE
11/02/2023 00:00,,C,,,2022,,,,,16.6,,1,40,0.415,>2021,EURO4,0.3,-0.1755,TRUE
05/09/2023 00:00,,C,,,2022,,,,,16,,1,40,0.4,>2021,EURO4,0.3,-0.18,TRUE
24/09/2024 00:00,,C,,,2022,,,,,28,,2,30,0.933333333,>2021,EURO4,0.3,-0.02,TRUE
23/08/2023 00:00,,C,,,2022,,,,,21,,1,40,0.525,>2021,EURO4,0.3,-0.1425,TRUE
09/10/2024 00:00,,C,,,2022,,,,,15.4,,2,30,0.513333333,>2021,EURO4,0.3,-0.146,TRUE
28/12/2024 00:00,,C,,,2022,,,,,11.6,,2,30,0.386666667,>2021,EURO4,0.3,-0.184,TRUE
05/12/2024 00:00,,C,,,2022,,,,,5.7,,2,30,0.19,>2021,EURO4,0.3,-0.243,TRUE
25/01/2025 00:00,,C,,,2022,,,,,10,,3,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
03/01/2024 00:00,,C,,,2022,,,,,20,,2,30,0.666666667,>2021,EURO4,0.3,-0.1,TRUE
07/12/2023 00:00,,C,,,2022,,,,,11.8,,1,30,0.393333333,>2021,EURO4,0.3,-0.182,TRUE
04/09/2023 00:00,,C,,,2022,,,,,33,,1,40,0.825,>2021,EURO4,0.3,-0.0525,TRUE
21/12/2023 00:00,,C,,,2022,,,,,8,,1,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
30/10/2023 00:00,,C,,,2022,,,,,21,,1,30,0.7,>2021,EURO4,0.3,-0.09,TRUE
18/11/2023 00:00,,C,,,2022,,,,,16,,1,30,0.533333333,>2021,EURO4,0.3,-0.14,TRUE
14/11/2023 00:00,,C,,,2022,,,,,21.5,,1,30,0.716666667,>2021,EURO4,0.3,-0.085,TRUE
04/11/2023 00:00,,C,,,2022,,,,,16.5,,1,30,0.55,>2021,EURO4,0.3,-0.135,TRUE
08/03/2024 00:00,,C,,,2022,,,,,23,,2,30,0.766666667,>2021,EURO4,0.3,-0.07,TRUE
06/02/2024 00:00,,C,,,2022,,,,,10,,2,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
08/01/2024 00:00,,C,,,2022,,,,,4,,2,30,0.133333333,>2021,EURO4,0.3,-0.26,TRUE
12/06/2024 00:00,,C,,,2022,,,,,5,,2,30,0.166666667,>2021,EURO4,0.3,-0.25,TRUE
18/02/2025 00:00,,C,,,2022,,,,,11.6,,3,30,0.386666667,>2021,EURO4,0.3,-0.184,TRUE
23/08/2024 00:00,,C,,,2022,,,,,25,,2,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
05/03/2024 00:00,,C,,,2022,,,,,9.7,,2,30,0.323333333,>2021,EURO4,0.3,-0.203,TRUE
11/12/2023 00:00,,C,,,2022,,,,,14.5,,1,30,0.483333333,>2021,EURO4,0.3,-0.155,TRUE
09/09/2023 00:00,,C,,,2022,,,,,26,,1,40,0.65,>2021,EURO4,0.3,-0.105,TRUE
19/10/2023 00:00,,C,,,2022,,,,,6.5,,1,30,0.216666667,>2021,EURO4,0.3,-0.235,TRUE
07/09/2023 00:00,,C,,,2022,,,,,19,,1,40,0.475,>2021,EURO4,0.3,-0.1575,TRUE
03/10/2023 00:00,,C,,,2022,,,,,16.3,,1,30,0.543333333,>2021,EURO4,0.3,-0.137,TRUE
16/04/2024 00:00,,C,,,2022,,,,,10,,2,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
21/01/2023 00:00,,C,,,2022,,,,,22.74,,1,40,0.5685,>2021,EURO4,0.3,-0.12945,TRUE
03/02/2024 00:00,,C,,,2022,,,,,19,,2,30,0.633333333,>2021,EURO4,0.3,-0.11,TRUE
09/01/2024 00:00,,C,,,2022,,,,,9,,2,30,0.3,>2021,EURO4,0.3,-0.21,TRUE
26/03/2024 00:00,,C,,,2022,,,,,11,,2,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
17/12/2024 00:00,,C,,,2022,,,,,23,,2,30,0.766666667,>2021,EURO4,0.3,-0.07,TRUE
28/02/2024 00:00,,C,,,2022,,,,,25,,2,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
21/09/2023 00:00,,C,,,2022,,,,,21,,1,40,0.525,>2021,EURO4,0.3,-0.1425,TRUE
02/03/2024 00:00,,C,,,2022,,,,,5,,2,30,0.166666667,>2021,EURO4,0.3,-0.25,TRUE
29/07/2024 00:00,,C,,,2022,,,,,15,,2,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
14/10/2023 00:00,,C,,,2022,,,,,9.2,,1,30,0.306666667,>2021,EURO4,0.3,-0.208,TRUE
10/05/2024 00:00,,C,,,2022,,,,,8.7,,2,30,0.29,>2021,EURO4,0.3,-0.213,TRUE
23/02/2023 00:00,,C,,,2022,,,,,9.7,,1,40,0.2425,>2021,EURO4,0.3,-0.22725,TRUE
08/09/2023 00:00,,C,,,2022,,,,,12,,1,40,0.3,>2021,EURO4,0.3,-0.21,TRUE
04/10/2023 00:00,,C,,,2022,,,,,3.8,,1,30,0.126666667,>2021,EURO4,0.3,-0.262,TRUE
05/10/2023 00:00,,C,,,2022,,,,,16,,1,30,0.533333333,>2021,EURO4,0.3,-0.14,TRUE
14/11/2023 00:00,,C,,,2022,,,,,7.5,,1,30,0.25,>2021,EURO4,0.3,-0.225,TRUE
28/12/2023 00:00,,C,,,2022,,,,,18,,1,30,0.6,>2021,EURO4,0.3,-0.12,TRUE
26/01/2024 00:00,,C,,,2022,,,,,14,,2,30,0.466666667,>2021,EURO4,0.3,-0.16,TRUE
24/05/2024 00:00,,C,,,2022,,,,,12,,2,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
23/11/2023 00:00,,C,,,2022,,,,,4,,1,30,0.133333333,>2021,EURO4,0.3,-0.26,TRUE
15/11/2024 00:00,,C,,,2022,,,,,21.5,,2,30,0.716666667,>2021,EURO4,0.3,-0.085,TRUE
28/08/2023 00:00,,C,,,2022,,,,,9.7,,1,40,0.2425,>2021,EURO4,0.3,-0.22725,TRUE
12/04/2023 00:00,,C,,,2022,,,,,17,,1,40,0.425,>2021,EURO4,0.3,-0.1725,TRUE
25/10/2023 00:00,,C,,,2022,,,,,15,,1,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
13/11/2024 00:00,,C,,,2022,,,,,11.6,,2,30,0.386666667,>2021,EURO4,0.3,-0.184,TRUE
25/02/2025 00:00,,C,,,2022,,,,,15,,3,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
21/09/2023 00:00,,C,,,2022,,,,,33,,1,40,0.825,>2021,EURO4,0.3,-0.0525,TRUE
30/07/2024 00:00,,C,,,2022,,,,,12,,2,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
17/10/2023 00:00,,C,,,2022,,,,,21,,1,30,0.7,>2021,EURO4,0.3,-0.09,TRUE
12/06/2023 00:00,,C,,,2022,,,,,11.6,,1,40,0.29,>2021,EURO4,0.3,-0.213,TRUE
05/03/2025 00:00,,C,,,2022,,,,,13,,3,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
15/03/2024 00:00,,C,,,2022,,,,,5,,2,30,0.166666667,>2021,EURO4,0.3,-0.25,TRUE
03/10/2023 00:00,,C,,,2022,,,,,12,,1,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
05/08/2023 00:00,,C,,,2022,,,,,27,,1,40,0.675,>2021,EURO4,0.3,-0.0975,TRUE
28/12/2024 00:00,,C,,,2022,,,,,14,,2,30,0.466666667,>2021,EURO4,0.3,-0.16,TRUE
05/09/2023 00:00,,C,,,2022,,,,,21.9,,1,40,0.5475,>2021,EURO4,0.3,-0.13575,TRUE
04/09/2023 00:00,,C,,,2022,,,,,2.5,,1,40,0.0625,>2021,EURO4,0.3,-0.28125,TRUE
30/08/2023 00:00,,C,,,2022,,,,,4,,1,40,0.1,>2021,EURO4,0.3,-0.27,TRUE
16/12/2023 00:00,,C,,,2022,,,,,13.8,,1,30,0.46,>2021,EURO4,0.3,-0.162,TRUE
14/09/2023 00:00,,C,,,2022,,,,,13,,1,40,0.325,>2021,EURO4,0.3,-0.2025,TRUE
20/12/2024 00:00,,C,,,2022,,,,,8,,2,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
02/04/2024 00:00,,C,,,2022,,,,,25,,2,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
07/02/2023 00:00,,C,,,2022,,,,,9.5,,1,40,0.2375,>2021,EURO4,0.3,-0.22875,TRUE
03/10/2024 00:00,,C,,,2022,,,,,21.5,,2,30,0.716666667,>2021,EURO4,0.3,-0.085,TRUE
22/06/2024 00:00,,C,,,2022,,,,,10,,2,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
10/12/2023 00:00,,C,,,2022,,,,,11,,1,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
13/09/2023 00:00,,C,,,2022,,,,,29,,1,40,0.725,>2021,EURO4,0.3,-0.0825,TRUE
15/12/2023 00:00,,C,,,2022,,,,,22,,1,30,0.733333333,>2021,EURO4,0.3,-0.08,TRUE
27/01/2023 00:00,,C,,,2022,,,,,13,,1,40,0.325,>2021,EURO4,0.3,-0.2025,TRUE
09/07/2024 00:00,,C,,,2022,,,,,18,,2,30,0.6,>2021,EURO4,0.3,-0.12,TRUE
13/09/2023 00:00,,C,,,2022,,,,,15.5,,1,40,0.3875,>2021,EURO4,0.3,-0.18375,TRUE
15/03/2023 00:00,,C,,,2022,,,,,9.6,,1,40,0.24,>2021,EURO4,0.3,-0.228,TRUE
16/07/2024 00:00,,C,,,2022,,,,,21,,2,30,0.7,>2021,EURO4,0.3,-0.09,TRUE
25/06/2024 00:00,,C,,,2022,,,,,2.4,,2,30,0.08,>2021,EURO4,0.3,-0.276,TRUE
24/09/2024 00:00,,C,,,2022,,,,,18,,2,30,0.6,>2021,EURO4,0.3,-0.12,TRUE
07/12/2023 00:00,,C,,,2022,,,,,12.86,,1,30,0.428666667,>2021,EURO4,0.3,-0.1714,TRUE
25/04/2024 00:00,,C,,,2022,,,,,16,,2,30,0.533333333,>2021,EURO4,0.3,-0.14,TRUE
10/02/2025 00:00,,C,,,2022,,,,,16,,3,30,0.533333333,>2021,EURO4,0.3,-0.14,TRUE
09/11/2023 00:00,,C,,,2022,,,,,11,,1,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
09/12/2023 00:00,,C,,,2022,,,,,4.2,,1,30,0.14,>2021,EURO4,0.3,-0.258,TRUE
02/08/2023 00:00,,C,,,2022,,,,,13.5,,1,40,0.3375,>2021,EURO4,0.3,-0.19875,TRUE
02/01/2025 00:00,,C,,,2022,,,,,11.27,,3,30,0.375666667,>2021,EURO4,0.3,-0.1873,TRUE
23/01/2024 00:00,,C,,,2022,,,,,4.8,,2,30,0.16,>2021,EURO4,0.3,-0.252,TRUE
13/01/2024 00:00,,C,,,2022,,,,,9.5,,2,30,0.316666667,>2021,EURO4,0.3,-0.205,TRUE
14/03/2025 00:00,,C,,,2022,,,,,21,,3,30,0.7,>2021,EURO4,0.3,-0.09,TRUE
23/04/2024 00:00,,C,,,2022,,,,,6.5,,2,30,0.216666667,>2021,EURO4,0.3,-0.235,TRUE
25/11/2023 00:00,,C,,,2022,,,,,21,,1,30,0.7,>2021,EURO4,0.3,-0.09,TRUE
16/02/2024 00:00,,C,,,2022,,,,,5,,2,30,0.166666667,>2021,EURO4,0.3,-0.25,TRUE
30/08/2023 00:00,,C,,,2022,,,,,14.7,,1,40,0.3675,>2021,EURO4,0.3,-0.18975,TRUE
24/06/2024 00:00,,C,,,2022,,,,,29.11,,2,30,0.970333333,>2021,EURO4,0.3,-0.0089,TRUE
21/11/2023 00:00,,C,,,2022,,,,,19,,1,30,0.633333333,>2021,EURO4,0.3,-0.11,TRUE
28/11/2023 00:00,,C,,,2022,,,,,21.5,,1,30,0.716666667,>2021,EURO4,0.3,-0.085,TRUE
05/09/2023 00:00,,C,,,2022,,,,,6,,1,40,0.15,>2021,EURO4,0.3,-0.255,TRUE
04/07/2023 00:00,,C,,,2022,,,,,16.52,,1,40,0.413,>2021,EURO4,0.3,-0.1761,TRUE
28/10/2024 00:00,,C,,,2022,,,,,9.7,,2,30,0.323333333,>2021,EURO4,0.3,-0.203,TRUE
16/02/2023 00:00,,C,,,2022,,,,,21.74,,1,40,0.5435,>2021,EURO4,0.3,-0.13695,TRUE
08/06/2023 00:00,,C,,,2022,,,,,9.7,,1,40,0.2425,>2021,EURO4,0.3,-0.22725,TRUE
15/12/2023 00:00,,C,,,2022,,,,,6,,1,30,0.2,>2021,EURO4,0.3,-0.24,TRUE
09/02/2023 00:00,,C,,,2022,,,,,29,,1,40,0.725,>2021,EURO4,0.3,-0.0825,TRUE
06/01/2024 00:00,,C,,,2022,,,,,3,,2,30,0.1,>2021,EURO4,0.3,-0.27,TRUE
02/10/2023 00:00,,C,,,2022,,,,,29,,1,30,0.966666667,>2021,EURO4,0.3,-0.01,TRUE
